target_elev_deg,achieved_elev_deg,weather_state,power_allocator,seed,delivered_gbit,completion_rate,sla_compliance,drop_rate,mean_wait_s,beam_utilization,fairness,mean_decision_ms,energy_kj,gb_per_kj,sessions_interrupted,mean_recovery_s,proactive_handovers,wall_time_s
50.0,49.97493967875336,storm,adaptive,1,402.8942742465595,0.0,1.0,0.16063692865300103,436.25,0.18666666666666668,0.9999386522416467,0.006921250011752514,22.4,17.986351528864265,0,0.0,0,0.08025789999919652
50.0,49.97493967875336,storm,adaptive,2,402.30032153303046,0.0,1.0,0.16187433013951993,440.0,0.18625,0.9998623326427131,0.007045416691653372,22.35,18.000014386265345,0,0.0,0,0.08095599999978731
50.0,49.97493967875336,extreme,fixed,0,88.14077439490285,0.0,1.0,0.8163733866772858,503.125,0.09583333333333334,0.999530652852246,0.0077266666115368325,5.75,15.328830329548321,0,0.0,0,0.0783220999983314
50.0,49.97493967875336,extreme,fixed,1,88.22520967787526,0.0,1.0,0.8161974798377598,505.0,0.09625,0.9995788723272877,0.007634166703004061,5.775,15.277092584913463,0,0.0,0,0.07827660000111791
50.0,49.97493967875336,extreme,fixed,2,87.68489392211667,0.0,1.0,0.817323137662257,508.125,0.09541666666666666,0.999120985564711,0.007680000006378881,5.725,15.316138676352258,0,0.0,0,0.07822870000018156
50.0,49.97493967875336,extreme,adaptive,0,128.85952159077448,0.0,1.0,0.731542663352553,503.125,0.09583333333333334,0.9996068183580314,0.007526666680253887,11.5,11.205175790502128,0,0.0,0,0.0779646999999386
50.0,49.97493967875336,extreme,adaptive,1,129.04091810730844,0.0,1.0,0.7311647539431073,505.0,0.09625,0.999678083803589,0.007671666564116701,11.55,11.172373862104626,0,0.0,0,0.07833279999977094
50.0,49.97493967875336,extreme,adaptive,2,128.2227096633111,0.0,1.0,0.7328693548681019,508.125,0.09541666666666666,0.9993254805786959,0.007928750020861722,11.45,11.198489926926733,0,0.0,0,0.0805569000003743
60.0,59.891726024229335,clear,fixed,0,479.99999999999994,1.0,1.0,9.5367431640625e-17,0.0,0.16,0.9999999999999999,0.003602083408319838,9.8,48.979591836734684,0,0.0,0,0.04931600000054459
60.0,59.891726024229335,clear,fixed,1,480.0,1.0,1.0,4.76837158203125e-17,0.0,0.16,1.0,0.00381124997754038,9.8,48.97959183673469,0,0.0,0,0.050372499999866704
60.0,59.891726024229335,clear,fixed,2,480.0,1.0,1.0,4.76837158203125e-17,0.0,0.16,0.9999999999999999,0.0037879166256971075,9.8,48.97959183673469,0,0.0,0,0.05077369999889925
60.0,59.891726024229335,clear,adaptive,0,480.0,1.0,1.0,1.1126200358072918e-16,0.0,0.14666666666666667,1.0,0.0036987499318759847,12.857045454545542,37.33361616375856,0,0.0,0,0.051209299999754876
60.0,59.891726024229335,clear,adaptive,1,480.0,1.0,1.0,6.357828776041667e-17,0.0,0.14666666666666667,0.9999999999999999,0.0036899999107239028,12.908863636363721,37.18375323509192,0,0.0,0,0.05116660000021511
60.0,59.891726024229335,clear,adaptive,2,480.0,1.0,1.0,3.1789143880208334e-17,0.0,0.14666666666666667,1.0,0.0037666666836836766,12.852727272727355,37.34615928702763,0,0.0,0,0.05243019999943499
60.0,59.891726024229335,light_rain,fixed,0,479.99999999999994,1.0,1.0,1.7484029134114582e-16,0.0,0.19666666666666666,0.9999999999999997,0.003664999932576999,12.0,39.99999999999999,0,0.0,0,0.05286859999978333
60.0,59.891726024229335,light_rain,fixed,1,480.0,1.0,1.0,3.1789143880208334e-17,0.0,0.19666666666666666,1.0,0.003949166663611929,12.0,40.0,0,0.0,0,0.05556059999980789
60.0,59.891726024229335,light_rain,fixed,2,480.0,1.0,1.0,1.1126200358072918e-16,0.0,0.19666666666666666,1.0,0.004073749960298301,12.0,40.0,0,0.0,0,0.057256000000052154
